description,ccy,etf_contract_code,percentage
COMFORT SYSTEMS,USD,EASYAI,6.31
ADV ENERGY INDS,USD,EASYAI,3.03
QUANTA SERVICES,USD,EASYAI,2.65
AXT INC,USD,EASYAI,1.32
NVIDIA CORP,USD,EASYAI,4.76
MKS INC,USD,EASYAI,2.41
STMICROELECTR-NY,USD,EASYAI,0.96
INTEL CORP,USD,EASYAI,1.32
ON Semiconductor Corp,USD,EASYAI,1.73
CAMTEK LTD,USD,EASYAI,0.85
MICRON TECH,USD,EASYAI,4.77
TTM TECHNOLOGIES,USD,EASYAI,1.65
ARGAN INC,USD,EASYAI,3.69
FORMFACTOR INC,USD,EASYAI,4.26
VICOR CORP,USD,EASYAI,4.66
AIXTRON SE,EUR,EASYAI,1.85
INFINEON TECH,EUR,EASYAI,3.05
MONOLITHIC POWER,USD,EASYAI,0.76
CIENA CORP,USD,EASYAI,2.25
FABRINET,USD,EASYAI,2.64
NEBIUS GROUP NV,USD,EASYAI,2.05
SUSS MICROTEC SE,EUR,EASYAI,1.36
BLOOM ENERGY C-A,USD,EASYAI,5.54
ONTO INNOVATION,USD,EASYAI,2.73
VERTIV HOLDINGS,USD,EASYAI,1.72
GENERAL ELECTRIC,USD,EASYAI,1.68
CREDO TECHNOLOGY GROUP HOLDI,USD,EASYAI,3.08
ASTERA LABS INC,USD,EASYAI,2.43
APPLOVIN CO-CL A,USD,EASYAI,1.36
COHERENT CORP,USD,EASYAI,4.45
GE VERNOVA LLC,USD,EASYAI,4.50
LUMENTUM HOL,USD,EASYAI,6.33
INAV - EUR.CASH,EUR,EASYAI,0.11
INAV - USD.CASH,USD,EASYAI,7.03
INAV - ZAR.CASH,ZAR,EASYAI,0.52
